"","end_step","forecast_MSE","persistence_MSE","percent_improvement","start_step","forecast_horizon","method"
"341",43,0.0116690732945572,0.010182324942638,-0.146012660202346,42,5,"rigid"
"342",44,0.0240126614231377,0.0229315154891925,-0.0471467284599992,42,10,"rigid"
"343",45,0.0329233621284035,0.0354404040947722,0.0710218190412781,42,15,"rigid"
"344",46,0.0449803074786309,0.0520963064830444,0.136593157649853,42,20,"rigid"
"345",47,0.0560155999265393,0.0675447889757612,0.170689541325819,42,25,"rigid"
"346",48,0.060056032435915,0.0701122958419488,0.143430810320393,42,30,"rigid"
"347",49,0.0726048296128156,0.0913151539738708,0.204898349800835,42,35,"rigid"
"348",50,0.0801185810031376,0.100055234424423,0.199256476045183,42,40,"rigid"
"349",51,0.0848608592482149,0.109045055688717,0.221781687282907,42,45,"rigid"
"350",52,0.0949838732227188,0.128106009476704,0.25855255650601,42,50,"rigid"
"351",44,0.0106614903179049,0.00812284181833599,-0.312532061604142,43,5,"rigid"
"352",45,0.020880919906481,0.0206655692205347,-0.0104207478462433,43,10,"rigid"
"353",46,0.0341729180946739,0.0381170328122038,0.103473812795501,43,15,"rigid"
"354",47,0.0457043796167344,0.0542633103256495,0.157729608782629,43,20,"rigid"
"355",48,0.0507310159854322,0.0571471434442478,0.112273808840071,43,25,"rigid"
"356",49,0.0622818548615437,0.0787327978160717,0.208946505279276,43,30,"rigid"
"357",50,0.0712469280253538,0.0884731083015246,0.194705268152921,43,35,"rigid"
"358",51,0.076182472865385,0.0980232558119811,0.222812257822663,43,40,"rigid"
"359",52,0.0864153638046926,0.118868663385096,0.273018124846455,43,45,"rigid"
"360",53,0.0911993266977184,0.130896199389349,0.303269864799913,43,50,"rigid"
"361",45,0.00986862924308157,0.0089113749009898,-0.107419377226004,44,5,"rigid"
"362",46,0.0239229547664926,0.0254905209932588,0.061496045027121,44,10,"rigid"
"363",47,0.0364668143625654,0.0416646871804163,0.12475487444183,44,15,"rigid"
"364",48,0.0420500737975121,0.0447676090470898,0.0607031580962734,44,20,"rigid"
"365",49,0.0544690364106578,0.06745817097358,0.192550944910876,44,25,"rigid"
"366",50,0.064089497182581,0.0774290776973991,0.172281278707084,44,30,"rigid"
"367",51,0.0695598776981365,0.0872449226974665,0.2027057214625,44,35,"rigid"
"368",52,0.0803976744340999,0.110804165285241,0.274416496644025,44,40,"rigid"
"369",53,0.0852031756673456,0.124268581311223,0.314362691129792,44,45,"rigid"
"370",54,0.0898156302075475,0.134992909495623,0.33466409055759,44,50,"rigid"
"371",46,0.0143053775226342,0.0129266362147123,-0.106658939342065,45,5,"rigid"
"372",47,0.0284412764167199,0.028661487430933,0.0076831676912715,45,10,"rigid"
"373",48,0.0357811441147997,0.0317648442975354,-0.126438517363549,45,15,"rigid"
"374",49,0.049860146135014,0.0547850337646974,0.0898947630631373,45,20,"rigid"
"375",50,0.0612486915156309,0.0647527817377946,0.0541148986672571,45,25,"rigid"
"376",51,0.0685943411478481,0.0750208155030974,0.0856625499490069,45,30,"rigid"
"377",52,0.0813185787708692,0.100012738139557,0.186917783838717,45,35,"rigid"
"378",53,0.0887140394525621,0.117108730450461,0.242464339666891,45,40,"rigid"
"379",54,0.0936509787008971,0.128581164908725,0.271658654147547,45,45,"rigid"
"380",55,0.0956954435231209,0.131239508522645,0.270833572905302,45,50,"rigid"
"381",47,0.0120580346674502,0.0107754599687878,-0.119027373529996,46,5,"rigid"
"382",48,0.0195069975175734,0.013551991868094,-0.439419216558091,46,10,"rigid"
"383",49,0.0356142783890413,0.0381438538262408,0.0663167242807338,46,15,"rigid"
"384",50,0.0469454507499889,0.0481484230805345,0.0249846672762976,46,20,"rigid"
"385",51,0.0553079202097367,0.0590442455298167,0.0632800925230416,46,25,"rigid"
"386",52,0.0702941990813015,0.0870024682476641,0.192043622472874,46,30,"rigid"
"387",53,0.0796260567856182,0.107769780542484,0.26114671121346,46,35,"rigid"
"388",54,0.085840793191881,0.121989320026863,0.296325340833295,46,40,"rigid"
"389",55,0.0896215426933814,0.125149697382084,0.283885262464796,46,45,"rigid"
"390",56,0.0903287157608784,0.130342491049875,0.306989493347074,46,50,"rigid"
"391",48,0.00686046796708247,0.00164145187565295,-3.17951209465307,47,5,"rigid"
"392",49,0.0170409502907625,0.0227467526055603,0.250840302953972,47,10,"rigid"
"393",50,0.0261171443533359,0.031856149430133,0.180153759304273,47,15,"rigid"
"394",51,0.0332842306107268,0.0444696106829829,0.251528625964256,47,20,"rigid"
"395",52,0.0510694280514823,0.075402930898077,0.322712957663231,47,25,"rigid"
"396",53,0.0624367645149829,0.0996567382290063,0.373481757234455,47,30,"rigid"
"397",54,0.0703095920519099,0.116002842737947,0.393897680501325,47,35,"rigid"
"398",55,0.0728524081952515,0.119741291353946,0.39158491301129,47,40,"rigid"
"399",56,0.0752185281023302,0.125810771235365,0.402129663750234,47,45,"rigid"
"400",57,0.0777724244693503,0.129971811599344,0.401620832145553,47,50,"rigid"
"401",49,0.0200194621248566,0.0210969669803828,0.051073922451889,48,5,"rigid"
"402",50,0.0313539556273035,0.0285143463247448,-0.0995852849025131,48,10,"rigid"
"403",51,0.0438244669253436,0.0411269038277609,-0.0655912029964616,48,15,"rigid"
"404",52,0.0629621706800875,0.072199441552546,0.12794102937397,48,20,"rigid"
"405",53,0.0739631642845911,0.0964306888752462,0.232991435120013,48,25,"rigid"
"406",54,0.0810639914838,0.113189952143064,0.283823431771216,48,30,"rigid"
"407",55,0.0852785847589233,0.117439374515693,0.273850145144226,48,35,"rigid"
"408",56,0.0876010133560893,0.12350901439703,0.290731824039267,48,40,"rigid"
"409",57,0.0900802298171544,0.128209141014854,0.297396198866054,48,45,"rigid"
"410",58,0.0937433765702922,0.134290629720801,0.301936577665985,48,50,"rigid"
"411",50,0.0123526172243065,0.00739529684584964,-0.670334197773135,49,5,"rigid"
"412",51,0.0179378713050933,0.0159063119121364,-0.127720329148511,49,10,"rigid"
"413",52,0.0377677293979138,0.0488207934449742,0.226400745811686,49,15,"rigid"
"414",53,0.0532712593008977,0.0784675747649156,0.321104807170409,49,20,"rigid"
"415",54,0.0645377051009897,0.0986610593500571,0.345864462371067,49,25,"rigid"
"416",55,0.0675813943020149,0.102907484222957,0.343280084900392,49,30,"rigid"
"417",56,0.0741389921360735,0.11349816053713,0.346782434312497,49,35,"rigid"
"418",57,0.0800480567005061,0.121101795909115,0.339001902493823,49,40,"rigid"
"419",58,0.0859114020352375,0.129025593248048,0.334152241640345,49,45,"rigid"
"420",59,0.0928791732927516,0.137940282423913,0.326671138693782,49,50,"rigid"
"421",6,0.00161742579418524,0.00189104868274005,0.144693730548676,5,5,"rigid"
"422",7,0.00304063473142773,0.00488106109723151,0.377054564395363,5,10,"rigid"
"423",8,0.00542190252871211,0.00788163848732222,0.312084341671677,5,15,"rigid"
"424",9,0.0081185787297308,0.0107851489648751,0.247244636474537,5,20,"rigid"
"425",10,0.00977779737718091,0.0125298433153215,0.219639293874917,5,25,"rigid"
"426",11,0.0115194440779747,0.013713425784152,0.159987864499385,5,30,"rigid"
"427",12,0.0121643650874183,0.0146577025820678,0.170104249331669,5,35,"rigid"
"428",13,0.0128871215069452,0.0156639263044706,0.177273867582796,5,40,"rigid"
"429",14,0.0153931878712409,0.0182438238508584,0.15625211046331,5,45,"rigid"
"430",15,0.017585001419527,0.0201483662653802,0.127224451456278,5,50,"rigid"
"431",51,0.0100340955654202,0.00847629381848484,-0.183783358658259,50,5,"rigid"
"432",52,0.0313586579191058,0.0407004777668914,0.229526048841247,50,10,"rigid"
"433",53,0.0488677519102075,0.069970426607486,0.301594198012519,50,15,"rigid"
"434",54,0.0583166572851479,0.0909553650270596,0.358843128519154,50,20,"rigid"
"435",55,0.062271494722227,0.0968040949769022,0.356726647389399,50,25,"rigid"
"436",56,0.0651211083298562,0.107396701290635,0.393639585319978,50,30,"rigid"
"437",57,0.0698178388515997,0.116178379216183,0.399046196696515,50,35,"rigid"
"438",58,0.074007337441966,0.125082372766184,0.408331199630281,50,40,"rigid"
"439",59,0.0801160165650597,0.134690788194212,0.405185628214308,50,45,"rigid"
"440",60,0.0919246960489958,0.149145430412204,0.383657308206247,50,50,"rigid"
"441",52,0.0218008282805298,0.0269803788397516,0.191974715773469,51,5,"rigid"
"442",53,0.0395595356293316,0.0579852452603104,0.317765485827665,51,10,"rigid"
"443",54,0.0518085732412035,0.0806030813053878,0.35723830401828,51,15,"rigid"
"444",55,0.0529341414755824,0.0864487025052783,0.3876814811379,51,20,"rigid"
"445",56,0.0577576075662569,0.0986324376694838,0.414415693954539,51,25,"rigid"
"446",57,0.0616580620489409,0.108992063146466,0.434288513594946,51,30,"rigid"
"447",58,0.0663026666861999,0.119259167922867,0.444045536783532,51,35,"rigid"
"448",59,0.0713868395236592,0.129622590818653,0.449271619454574,51,40,"rigid"
"449",60,0.0834689780333485,0.144812764322108,0.423607591332987,51,45,"rigid"
"450",61,0.0930522725837654,0.156449928921418,0.405226494986112,51,50,"rigid"
"451",53,0.0163600399746195,0.0215181189196116,0.239708636440848,52,5,"rigid"
"452",54,0.0292630793512793,0.0468546961764421,0.375450451304123,52,10,"rigid"
"453",55,0.0352044088562575,0.0540512761176672,0.348684963892082,52,15,"rigid"
"454",56,0.0419164238537023,0.0703825638846046,0.40444875065327,52,20,"rigid"
"455",57,0.052094952490665,0.0864225433508493,0.397206440926238,52,25,"rigid"
"456",58,0.0597465916146034,0.101809397044671,0.413152485439155,52,30,"rigid"
"457",59,0.0682305089643253,0.115159334960749,0.407512131017596,52,35,"rigid"
"458",60,0.082074602880023,0.133509564755949,0.385253011422419,52,40,"rigid"
"459",61,0.092529978939975,0.148681243102936,0.377662057372536,52,45,"rigid"
"460",62,0.0974628439538045,0.15503836546489,0.37136305803046,52,50,"rigid"
"461",54,0.0167320955686065,0.016284763308204,-0.0274693744045442,53,5,"rigid"
"462",55,0.028829338055431,0.0234342508077097,-0.230222305461812,53,10,"rigid"
"463",56,0.0401682286510145,0.0402808648209222,0.00279626990156243,53,15,"rigid"
"464",57,0.0526942553052701,0.060183839464416,0.124445103964731,53,20,"rigid"
"465",58,0.062465898584877,0.0796411308548986,0.215657815071886,53,25,"rigid"
"466",59,0.0712490465373089,0.0965997388492863,0.262430236499182,53,30,"rigid"
"467",60,0.0863389579993184,0.118991814979555,0.274412630699402,53,35,"rigid"
"468",61,0.0931227305699356,0.137770089554679,0.32407149570026,53,40,"rigid"
"469",62,0.0955574841670195,0.144336134379116,0.337951757000597,53,45,"rigid"
"470",63,0.0965302756858094,0.148341585480276,0.349270298188608,53,50,"rigid"
"471",55,0.0104541922230339,0.0044868162260351,-1.3299800340323,54,5,"rigid"
"472",56,0.0154534317724008,0.0143680476061293,-0.0755415207427661,54,10,"rigid"
"473",57,0.0268158019249197,0.0344266061386278,0.221073322855619,54,15,"rigid"
"474",58,0.0363016849019784,0.056476136362745,0.357220815021526,54,20,"rigid"
"475",59,0.0476615514338474,0.0771599782268531,0.382302165849234,54,25,"rigid"
"476",60,0.0643235865944085,0.103086408240311,0.376022623230212,54,30,"rigid"
"477",61,0.0770621204417929,0.127379967940863,0.395021668732327,54,35,"rigid"
"478",62,0.0808602471176318,0.135156683995366,0.401729572468615,54,40,"rigid"
"479",63,0.082965796787996,0.140126217635366,0.40792095734798,54,45,"rigid"
"480",64,0.0899049332918996,0.152270011178983,0.409569011023304,54,50,"rigid"
"481",56,0.011139092574972,0.00986594513107601,-0.129044650763947,55,5,"rigid"
"482",57,0.0222697217259911,0.0275877623737959,0.19276810405095,55,10,"rigid"
"483",58,0.0344420587559485,0.0493020176036445,0.301406708487271,55,15,"rigid"
"484",59,0.0437988004511064,0.0704135394580318,0.377977576639056,55,20,"rigid"
"485",60,0.0613177055212155,0.0979407020297871,0.373930304251172,55,25,"rigid"
"486",61,0.0721316152910731,0.123096575497951,0.414024191986774,55,30,"rigid"
"487",62,0.0750227946526004,0.130874125302644,0.426756094995008,55,35,"rigid"
"488",63,0.076130926554207,0.136555171456957,0.442489612499195,55,40,"rigid"
"489",64,0.0819196176100226,0.148842590024704,0.449622466281822,55,45,"rigid"
"490",65,0.0994667749861859,0.174671398663974,0.430549158322501,55,50,"rigid"
"491",57,0.0117066456507815,0.0118308808582825,0.010500926261463,56,5,"rigid"
"492",58,0.0239169502832725,0.0329723248767128,0.2746356111466,56,10,"rigid"
"493",59,0.037168900257817,0.0550126568113214,0.324357294989474,56,15,"rigid"
"494",60,0.0553402399286756,0.084212271917277,0.342848272956735,56,20,"rigid"
"495",61,0.0711810257470311,0.113321505630882,0.371866572450187,56,25,"rigid"
"496",62,0.0758411375967249,0.122817909198951,0.382491217352748,56,30,"rigid"
"497",63,0.076860296995115,0.128495434103712,0.401844139200472,56,35,"rigid"
"498",64,0.0846899128822661,0.141902500171974,0.403182376775397,56,40,"rigid"
"499",65,0.10314599116942,0.169238006331093,0.390527025190621,56,45,"rigid"
"500",66,0.108975025861045,0.176371696180168,0.382128605546073,56,50,"rigid"
"501",58,0.010871495991047,0.0125259113873807,0.132079442778148,57,5,"rigid"
"502",59,0.0217389257998139,0.0331441771233473,0.34411025746961,57,10,"rigid"
"503",60,0.0420520511495304,0.0633590410613629,0.336289652666883,57,15,"rigid"
"504",61,0.0590529546914356,0.0958143174724527,0.383672959853691,57,20,"rigid"
"505",62,0.0640308608533214,0.107193609858798,0.402661586472673,57,25,"rigid"
"506",63,0.0659057438497727,0.113367059789604,0.418651732063212,57,30,"rigid"
"507",64,0.0734836678547775,0.128273715920027,0.427133865050021,57,35,"rigid"
"508",65,0.0957327293563735,0.159643862087647,0.400335671509782,57,40,"rigid"
"509",66,0.100682775127606,0.167681095648634,0.3995579839329,57,45,"rigid"
"510",67,0.104680547669241,0.174136965485189,0.398860848541979,57,50,"rigid"
"511",59,0.0110422878510732,0.0128596481480408,0.141322707747999,58,5,"rigid"
"512",60,0.0307347510136944,0.0429190709321974,0.283890579499065,58,10,"rigid"
"513",61,0.0513325844448688,0.0782011512597166,0.343582752709275,58,15,"rigid"
"514",62,0.0577271962390916,0.0912825911966297,0.36759906262145,58,20,"rigid"
"515",63,0.0602514061428043,0.0979378249147927,0.384799425602683,58,25,"rigid"
"516",64,0.0697472912707091,0.11446610739243,0.390672987318502,58,30,"rigid"
"517",65,0.094232588281955,0.150204849971684,0.372639509977744,58,35,"rigid"
"518",66,0.102308782142434,0.160311213436308,0.361811441948313,58,40,"rigid"
"519",67,0.105178091955044,0.166843518243838,0.369600371281256,58,45,"rigid"
"520",68,0.109194548809691,0.171663536723592,0.363903651912328,58,50,"rigid"
"521",60,0.0180276316213893,0.0218175739124782,0.173710528324203,59,5,"rigid"
"522",61,0.0379674009502344,0.0571467906015678,0.33561621657905,59,10,"rigid"
"523",62,0.0447490328417049,0.0714267731032254,0.373497767048303,59,15,"rigid"
"524",63,0.0474213142166586,0.0785777506109993,0.396504559523233,59,20,"rigid"
"525",64,0.0575313999640593,0.0965557331548746,0.404163812087891,59,25,"rigid"
"526",65,0.0861124263483384,0.13716991964713,0.372220771362534,59,30,"rigid"
"527",66,0.0948201534733705,0.149792105567521,0.366988312807785,59,35,"rigid"
"528",67,0.0995069457795611,0.156716465343363,0.365051109584797,59,40,"rigid"
"529",68,0.102889534136072,0.163264080028465,0.369796870700935,59,45,"rigid"
"530",69,NA,NA,NA,59,50,"rigid"
"531",7,0.00178378523661736,0.00192062492156683,0.0712474796160808,6,5,"rigid"
"532",8,0.00424185297219081,0.00512074729339181,0.171633996142554,6,10,"rigid"
"533",9,0.00714656299411849,0.00850958026588659,0.160174442120512,6,15,"rigid"
"534",10,0.00897668192739693,0.0105921533545346,0.152515864627853,6,20,"rigid"
"535",11,0.0111082659445075,0.0123385007938257,0.0997069960018016,6,25,"rigid"
"536",12,0.0117967809082597,0.0134523538280792,0.123069385549746,6,30,"rigid"
"537",13,0.012496658034271,0.0146219938189609,0.14535198215813,6,35,"rigid"
"538",14,0.015040670055212,0.0173688401012921,0.134042920108802,6,40,"rigid"
"539",15,0.0172104481636171,0.0194044087682467,0.113065058092358,6,45,"rigid"
"540",16,0.0185337622887092,0.0204319207274813,0.0929016152758973,6,50,"rigid"
"541",61,0.0207203093103519,0.0252891902615364,0.180665371407068,60,5,"rigid"
"542",62,0.0307089884454191,0.0398488215712605,0.229362695443752,60,10,"rigid"
"543",63,0.0373220125031103,0.0465310565845087,0.197911776722136,60,15,"rigid"
"544",64,0.0499683262530285,0.0659087379700609,0.24185581772592,60,20,"rigid"
"545",65,0.0793955269642267,0.112243226101297,0.292647496673218,60,25,"rigid"
"546",66,0.089001791258655,0.12926909841211,0.311499868476556,60,30,"rigid"
"547",67,0.0936155625718287,0.136883939397238,0.316095350674007,60,35,"rigid"
"548",68,0.0996062110708102,0.147214232780019,0.323392791649086,60,40,"rigid"
"549",69,NA,NA,NA,60,45,"rigid"
"550",70,NA,NA,NA,60,50,"rigid"
"551",62,0.00964306308336583,0.00910658004307071,-0.0589115823676686,61,5,"rigid"
"552",63,0.018413904359329,0.0130621700115988,-0.40971250129021,61,10,"rigid"
"553",64,0.0326639694928603,0.0314885976228048,-0.0373269043015186,61,15,"rigid"
"554",65,0.0623865330616255,0.0794441234415963,0.214711795423242,61,20,"rigid"
"555",66,0.0743814055680156,0.0998981833856608,0.255427846161493,61,25,"rigid"
"556",67,0.0810537223063459,0.109370411997991,0.258906309067988,61,30,"rigid"
"557",68,0.0884405490232198,0.123203175482865,0.282156903208067,61,35,"rigid"
"558",69,NA,NA,NA,61,40,"rigid"
"559",70,NA,NA,NA,61,45,"rigid"
"560",71,NA,NA,NA,61,50,"rigid"
"561",63,0.0100557248152207,0.00395085496836812,-1.5452022146422,62,5,"rigid"
"562",64,0.0187803314589167,0.0184221225037097,-0.0194444996842718,62,10,"rigid"
"563",65,0.0499697614453745,0.0661282984603278,0.244351319951886,62,15,"rigid"
"564",66,0.061453967250332,0.0876522796495929,0.298889116221435,62,20,"rigid"
"565",67,0.0693927974049853,0.0981498720421081,0.292991463348882,62,25,"rigid"
"566",68,0.0760516673593647,0.112585243081249,0.324497018632533,62,30,"rigid"
"567",69,NA,NA,NA,62,35,"rigid"
"568",70,NA,NA,NA,62,40,"rigid"
"569",71,NA,NA,NA,62,45,"rigid"
"570",72,NA,NA,NA,62,50,"rigid"
"571",8,0.00258594892785694,0.00228356610848399,-0.132416932555412,7,5,"rigid"
"572",9,0.00569946512925451,0.00649662032789319,0.12270306073084,7,10,"rigid"
"573",10,0.00774841775569512,0.00924195841440909,0.161604347449281,7,15,"rigid"
"574",11,0.00990285605064626,0.0113682670981615,0.128903643348796,7,20,"rigid"
"575",12,0.0113716076553307,0.0135737576205485,0.162235839682598,7,25,"rigid"
"576",13,0.0122750045635093,0.0147556475932382,0.168114819363513,7,30,"rigid"
"577",14,0.0148368865610556,0.0175668426180506,0.155403911582257,7,35,"rigid"
"578",15,0.0169992696104095,0.0196705238043792,0.135799850605657,7,40,"rigid"
"579",16,0.0182997342994617,0.0206975645182818,0.115850839199083,7,45,"rigid"
"580",17,0.0201648929162566,0.0222771569785719,0.0948174879023844,7,50,"rigid"
"581",9,0.00318312240404359,0.00292695178054069,-0.0875212995328484,8,5,"rigid"
"582",10,0.00543076202242435,0.00626983607868312,0.133827112181058,8,10,"rigid"
"583",11,0.00724776607507023,0.00849128097792672,0.146446090535578,8,15,"rigid"
"584",12,0.00918781228355968,0.0123626101945129,0.25680643982145,8,20,"rigid"
"585",13,0.010494172521577,0.0143528888967478,0.268845972607313,8,25,"rigid"
"586",14,0.0134131783130746,0.0178094114063097,0.246848870686292,8,30,"rigid"
"587",15,0.0157305812062603,0.0202733800735089,0.224077033567019,8,35,"rigid"
"588",16,0.0172387360905196,0.0214114682765375,0.194883047352257,8,40,"rigid"
"589",17,0.0190602107395733,0.0228790444822112,0.166914039858921,8,45,"rigid"
"590",18,0.0204513940922078,0.0242108869795745,0.155281088649845,8,50,"rigid"
"591",10,0.00314904392751164,0.00262134554251107,-0.201308212306517,9,5,"rigid"
"592",11,0.00536400014851447,0.00506370795234471,-0.0593028268999431,9,10,"rigid"
"593",12,0.007962495367606,0.0110937108290695,0.282251404395597,9,15,"rigid"
"594",13,0.00952125128146123,0.0140943807689246,0.324464732607923,9,20,"rigid"
"595",14,0.0122127028447488,0.0179450020251567,0.319437087405835,9,25,"rigid"
"596",15,0.0144529552185168,0.0208477406594581,0.30673757628696,9,30,"rigid"
"597",16,0.0158659909979646,0.0222624101077578,0.287319256038871,9,35,"rigid"
"598",17,0.0175739192423388,0.0239010038223259,0.264720453878048,9,40,"rigid"
"599",18,0.0187754625834171,0.0250292663202125,0.249859650570143,9,45,"rigid"
"600",19,0.0210987183808207,0.0269067963456849,0.215859141692119,9,50,"rigid"
"601",11,0.00367244697359584,0.00196096616136383,-87.277427114892,10,5,"rigid"
"602",12,0.00675927724281244,0.00888808028347369,23.9512130039993,10,10,"rigid"
"603",13,0.00910987674660582,0.012652118968074,27.9972250530254,10,15,"rigid"
"604",14,0.0118346878835169,0.0169269114776745,30.0835955860812,10,20,"rigid"
"605",15,0.014314020968988,0.0202108851229671,29.176674441032,10,25,"rigid"
"606",16,0.0159662513032001,0.022028484558834,27.5199741473039,10,30,"rigid"
"607",17,0.0180743537644119,0.0242274120062245,25.3970925174829,10,35,"rigid"
"608",18,0.0195707470316984,0.0256342032462912,23.6537728765574,10,40,"rigid"
"609",19,0.0220814496716501,0.0276702182448655,20.1977755424911,10,45,"rigid"
"610",20,0.0223083298065194,0.0278003237809742,19.7551439246669,10,50,"rigid"
"611",12,0.00492872585672326,0.00635286289413991,22.4172481154964,11,5,"rigid"
"612",13,0.00694825691425688,0.0102755665868931,32.3807903389027,11,10,"rigid"
"613",14,0.00983477158819964,0.0148024515675853,33.5598461964504,11,15,"rigid"
"614",15,0.0122207305940943,0.0181846502156185,32.7964494824427,11,20,"rigid"
"615",16,0.0139750555645284,0.0202390708647743,30.9501129873914,11,25,"rigid"
"616",17,0.0153624310506654,0.0223486120407832,31.2600217739204,11,30,"rigid"
"617",18,0.0166319306468408,0.0237554032808498,29.9867468036271,11,35,"rigid"
"618",19,0.0193496199534298,0.0262483632449579,26.2825656104606,11,40,"rigid"
"619",20,0.019809559871216,0.0269257337876144,26.4288950211333,11,45,"rigid"
"620",21,0.0194446611419006,0.0265098349780532,26.6511422722989,11,50,"rigid"
"621",13,0.00313355801999491,0.00325746367004156,3.80374618406931,12,5,"rigid"
"622",14,0.00642665516943296,0.00833564486358694,22.9015238220276,12,10,"rigid"
"623",15,0.00947680975779557,0.013038692227683,27.3177892973424,12,15,"rigid"
"624",16,0.0116224853428909,0.0160451990749597,27.5640938539114,12,20,"rigid"
"625",17,0.0138040415372317,0.0184400177565268,25.1408446591883,12,25,"rigid"
"626",18,0.0156609086232682,0.0205394439850394,23.7520322620451,12,30,"rigid"
"627",19,0.0191988216382039,0.024050601412176,20.1732160074624,12,35,"rigid"
"628",20,0.0200013572532455,0.0251404131808951,20.4414139523964,12,40,"rigid"
"629",21,0.0190310538601851,0.0247705881069182,23.1707629304535,12,45,"rigid"
"630",22,0.0250930305136895,0.0313980361961517,20.0808918209828,12,50,"rigid"
"631",14,0.00347038812457388,0.00337597995047646,-2.79646726231588,13,5,"rigid"
"632",15,0.00728679045138583,0.00881309603833546,17.3186083563649,13,10,"rigid"
"633",16,0.0096950928245466,0.0124581190935776,22.1785186694468,13,15,"rigid"
"634",17,0.0121321750309408,0.015551378998349,21.9865001539167,13,20,"rigid"
"635",18,0.0137736939092347,0.0175379014805243,21.4632724187084,13,25,"rigid"
"636",19,0.0177819531091566,0.0226182651631382,21.3823298077849,13,30,"rigid"
"637",20,0.0186600863065009,0.0239893969312903,22.2152755238218,13,35,"rigid"
"638",21,0.0181175951796435,0.0239680981071983,24.4095418058961,13,40,"rigid"
"639",22,0.0236545760569258,0.0306766637617456,22.8906499069058,13,45,"rigid"
"640",23,0.0281937242447443,0.0360971980954273,21.8949787454119,13,50,"rigid"
"641",15,0.00361816573168913,0.00406884487304209,11.0763412077691,14,5,"rigid"
"642",16,0.00614023237063776,0.00824765288658509,25.5517605423851,14,10,"rigid"
"643",17,0.00853179777621461,0.0120082503240922,28.950533625226,14,15,"rigid"
"644",18,0.0104441491600307,0.0142977940766001,26.9527235874541,14,20,"rigid"
"645",19,0.0148344652878378,0.020965259008709,29.2426328638462,14,25,"rigid"
"646",20,0.0165773493994156,0.0235373732719126,29.5700960004847,14,30,"rigid"
"647",21,0.0160159440230275,0.0237390719656993,32.5334029646609,14,35,"rigid"
"648",22,0.0224453125611207,0.031029618855089,27.6648783024302,14,40,"rigid"
"649",23,0.0272214554881376,0.0366818719226122,25.7904407235084,14,45,"rigid"
"650",24,0.0351724829755491,0.0448305801148267,21.5435470933901,14,50,"rigid"
"651",16,0.00283355467661156,0.00293792801720895,3.55261735434035,15,5,"rigid"
"652",17,0.00544731998660542,0.0071182704137484,23.4741071920457,15,10,"rigid"
"653",18,0.00764059482178803,0.00992716789470091,23.03348847493,15,15,"rigid"
"654",19,0.0122865309887107,0.0175396615596519,29.9500110254435,15,20,"rigid"
"655",20,0.0143313547457231,0.021165622078944,32.2894706696088,15,25,"rigid"
"656",21,0.0139473358900072,0.0217515507567846,35.8788895285693,15,30,"rigid"
"657",22,0.0206719655474704,0.0301372851309301,31.4073399191002,15,35,"rigid"
"658",23,0.0255751335800724,0.0363706382093069,29.6819224537888,15,40,"rigid"
"659",24,0.034187450717971,0.0455229338818017,24.9005988789359,15,45,"rigid"
"660",25,0.0355935992831367,0.0467270874723703,23.8266256072922,15,50,"rigid"
"661",17,0.00298077389170386,0.00305543117609429,2.44342876954824,16,5,"rigid"
"662",18,0.00552259891950958,0.00592326864490644,6.76433485321328,16,10,"rigid"
"663",19,0.0102586997357943,0.013576833589779,24.4396738904031,16,15,"rigid"
"664",20,0.0125918729049072,0.0176826353587655,28.7896139380307,16,20,"rigid"
"665",21,0.0124439360078707,0.0185300990372299,32.8447409651248,16,25,"rigid"
"666",22,0.0192460928699109,0.0273889146842342,29.7303559056707,16,30,"rigid"
"667",23,0.0240364781878577,0.0338092202939445,28.9055530447629,16,35,"rigid"
"668",24,0.0332059154670503,0.0444903659269437,25.3638068035298,16,40,"rigid"
"669",25,0.0352765949794436,0.0462708119851347,23.7605880122078,16,45,"rigid"
"670",26,0.0370272447877812,0.0477582175629168,22.4693745343376,16,50,"rigid"
"671",18,0.00266264842926857,0.00194327499859913,-37.0186119405654,17,5,"rigid"
"672",19,0.00735765510231992,0.00920960617341638,20.1089062466334,17,10,"rigid"
"673",20,0.0101845480793186,0.0141084578801537,27.8124642265462,17,15,"rigid"
"674",21,0.0103183536775435,0.0153011653291005,32.5649160987789,17,20,"rigid"
"675",22,0.0168316488443496,0.0240447697173438,29.9987105627852,17,25,"rigid"
"676",23,0.0214405886009618,0.0303222403183843,29.2908822836469,17,30,"rigid"
"677",24,0.0304281607370169,0.041846602222977,27.2864244153387,17,35,"rigid"
"678",25,0.0325966391954954,0.0445615270229459,26.8502644024955,17,40,"rigid"
"679",26,0.0345624358861434,0.0466585038280216,25.924680282212,17,45,"rigid"
"680",27,0.0343084901964568,0.0470651031823825,27.1041857413811,17,50,"rigid"
"681",19,0.00501065434650129,0.00615582744341082,18.6030733875642,18,5,"rigid"
"682",20,0.00816146114545202,0.0115293566807385,29.211478389883,18,10,"rigid"
"683",21,0.00836159596945475,0.0127220641296852,34.2748481361284,18,15,"rigid"
"684",22,0.0148865789042577,0.0221286910035129,32.7272503290208,18,20,"rigid"
"685",23,0.0193270724115704,0.0282221115986976,31.5179789294634,18,25,"rigid"
"686",24,0.0285523799122047,0.0400214747599938,28.6573518756331,18,30,"rigid"
