"","end_step","forecast_MSE","persistence_MSE","percent_improvement","start_step","forecast_horizon","method"
"1410",32,0.073043571,0.059989088,-21.76142992,22,50,"warping"
"1411",24,0.007649354,0.011034422,30.67734211,23,5,"warping"
"1412",25,0.010342034,0.016878695,38.72728921,23,10,"warping"
"1413",26,0.014516949,0.0224154,35.23671462,23,15,"warping"
"1414",27,0.016521604,0.022902498,27.86112614,23,20,"warping"
"1415",28,0.023292386,0.028866557,19.31013611,23,25,"warping"
"1416",29,0.031482469,0.034002106,7.410237256,23,30,"warping"
"1417",30,0.04424547,0.045102955,1.901170846,23,35,"warping"
"1418",31,0.05774847,0.053486903,-7.967496841,23,40,"warping"
"1419",32,0.069620583,0.058639672,-18.72607805,23,45,"warping"
"1420",33,0.082934971,0.064729967,-28.12453752,23,50,"warping"
"1421",25,0.005930838,0.003985817,-48.79853723,24,5,"warping"
"1422",26,0.016118226,0.009955906,-61.89613647,24,10,"warping"
"1423",27,0.02746793,0.010690416,-156.9397646,24,15,"warping"
"1424",28,0.037960623,0.017806583,-113.1830852,24,20,"warping"
"1425",29,0.048210298,0.024303278,-98.36952948,24,25,"warping"
"1426",30,0.05581291,0.035936235,-55.31095305,24,30,"warping"
"1427",31,0.060417232,0.045468247,-32.87785543,24,35,"warping"
"1428",32,0.066419417,0.051275342,-29.53481109,24,40,"warping"
"1429",33,0.069998398,0.058597642,-19.45599786,24,45,"warping"
"1430",34,0.079306869,0.067201022,-18.01438011,24,50,"warping"
"1431",26,0.002651808,0.004008661,33.8480372,25,5,"warping"
"1432",27,0.005046635,0.004640595,-8.749734009,25,10,"warping"
"1433",28,0.009215202,0.011972444,23.02990222,25,15,"warping"
"1434",29,0.013890427,0.019052759,27.09493246,25,20,"warping"
"1435",30,0.018451193,0.031077725,40.62888067,25,25,"warping"
"1436",31,0.02562769,0.041229661,37.84161843,25,30,"warping"
"1437",32,0.031781075,0.047690446,33.35966063,25,35,"warping"
"1438",33,0.038915535,0.055662001,30.08599238,25,40,"warping"
"1439",34,0.047345714,0.064157903,26.20439289,25,45,"warping"
"1440",35,0.052011975,0.071781293,27.5410453,25,50,"warping"
"1441",27,0.003961806,0.000568959,-596.3249839,26,5,"warping"
"1442",28,0.007359443,0.005809045,-26.68938157,26,10,"warping"
"1443",29,0.012581165,0.012855846,2.1366232,26,15,"warping"
"1444",30,0.018194728,0.025148031,27.64949462,26,20,"warping"
"1445",31,0.027538764,0.03600043,23.50434718,26,25,"warping"
"1446",32,0.036265747,0.043100838,15.85837278,26,30,"warping"
"1447",33,0.045405404,0.051821725,12.38152649,26,35,"warping"
"1448",34,0.057387316,0.06073512,5.512139044,26,40,"warping"
"1449",35,0.062866093,0.068697521,8.488557858,26,45,"warping"
"1450",36,0.063851188,0.071859655,11.14459463,26,50,"warping"
"1451",28,0.005505975,0.00499049,-10.32934094,27,5,"warping"
"1452",29,0.012190148,0.012008407,-1.513450467,27,10,"warping"
"1453",30,0.024277618,0.024262422,-0.062633193,27,15,"warping"
"1454",31,0.035070855,0.035311571,0.68169188,27,20,"warping"
"1455",32,0.042273288,0.042488634,0.506832839,27,25,"warping"
"1456",33,0.051018499,0.051163373,0.283160171,27,30,"warping"
"1457",34,0.059969291,0.059951332,-0.029956363,27,35,"warping"
"1458",35,0.067460183,0.067853837,0.580149726,27,40,"warping"
"1459",36,0.070515865,0.070991384,0.669827541,27,45,"warping"
"1460",37,0.075737038,0.076574862,1.09412353,27,50,"warping"
"1461",29,0.004286449,0.004627047,7.361025028,28,5,"warping"
"1462",30,0.011553775,0.017156877,32.6580577,28,10,"warping"
"1463",31,0.019135962,0.02905479,34.13835828,28,15,"warping"
"1464",32,0.024923834,0.037038766,32.70878915,28,20,"warping"
"1465",33,0.031854894,0.046748035,31.8583247,28,25,"warping"
"1466",34,0.041789924,0.05637948,25.87742296,28,30,"warping"
"1467",35,0.048501563,0.064463153,24.76079613,28,35,"warping"
"1468",36,0.050164993,0.06756743,25.75565996,28,40,"warping"
"1469",37,0.056173549,0.074137851,24.23094601,28,45,"warping"
"1470",38,0.061315673,0.079478044,22.85206066,28,50,"warping"
"1471",30,0.0087003,0.010963226,20.64106199,29,5,"warping"
"1472",31,0.015648759,0.022604294,30.77085942,29,10,"warping"
"1473",32,0.020628427,0.031184587,33.85056991,29,15,"warping"
"1474",33,0.027263033,0.041288005,33.96863507,29,20,"warping"
"1475",34,0.036901085,0.052344677,29.50365339,29,25,"warping"
"1476",35,0.043678039,0.060407704,27.69458823,29,30,"warping"
"1477",36,0.04629769,0.06305324,26.5736545,29,35,"warping"
"1478",37,0.051987923,0.07024748,25.99318476,29,40,"warping"
"1479",38,0.057716612,0.076596593,24.64859042,29,45,"warping"
"1480",39,0.074114463,0.087259319,15.06412844,29,50,"warping"
"1481",31,0.008778099,0.008966028,2.096015955,30,5,"warping"
"1482",32,0.019031375,0.018833654,-1.049831028,30,10,"warping"
"1483",33,0.028677472,0.031496423,8.950065833,30,15,"warping"
"1484",34,0.038468118,0.046144002,16.634629,30,20,"warping"
"1485",35,0.046847288,0.055675663,15.85679324,30,25,"warping"
"1486",36,0.052719113,0.058906573,10.50385391,30,30,"warping"
"1487",37,0.058495917,0.065603897,10.8346913,30,35,"warping"
"1488",38,0.065522385,0.071891878,8.859822013,30,40,"warping"
"1489",39,0.073972651,0.08446402,12.4211103,30,45,"warping"
"1490",40,0.07701417,0.090317734,14.7297371,30,50,"warping"
"1491",32,0.005791897,0.005818769,0.461818602,31,5,"warping"
"1492",33,0.014162648,0.017775915,20.32675394,31,10,"warping"
"1493",34,0.027720252,0.035323547,21.5247229,31,15,"warping"
"1494",35,0.037589572,0.046731464,19.56260554,31,20,"warping"
"1495",36,0.045293649,0.051493705,12.04041492,31,25,"warping"
"1496",37,0.056068443,0.058946915,4.8831593,31,30,"warping"
"1497",38,0.065515093,0.06491772,-0.920200168,31,35,"warping"
"1498",39,0.081334323,0.078090288,-4.15421028,31,40,"warping"
"1499",40,0.091402494,0.084440023,-8.245463941,31,45,"warping"
"1500",41,0.102880665,0.094044951,-9.395203349,31,50,"warping"
"1501",33,0.005709099,0.008095376,29.47703183,32,5,"warping"
"1502",34,0.018658709,0.027359154,31.80085547,32,10,"warping"
"1503",35,0.028351219,0.040521782,30.03461763,32,15,"warping"
"1504",36,0.032897875,0.046891388,29.84239469,32,20,"warping"
"1505",37,0.039603144,0.055413744,28.53191131,32,25,"warping"
"1506",38,0.045342595,0.061612923,26.40733042,32,30,"warping"
"1507",39,0.062179319,0.075286777,17.41004088,32,35,"warping"
"1508",40,0.067945439,0.081676491,16.81151089,32,40,"warping"
"1509",41,0.074791248,0.091798116,18.52638004,32,45,"warping"
"1510",42,0.082961847,0.099535642,16.65111646,32,50,"warping"
"1511",34,0.010052932,0.014501315,30.67571846,33,5,"warping"
"1512",35,0.019504946,0.02872171,32.08988388,33,10,"warping"
"1513",36,0.024521835,0.036570436,32.94628775,33,15,"warping"
"1514",37,0.03101795,0.046838505,33.77681487,33,20,"warping"
"1515",38,0.037072491,0.053877435,31.19106133,33,25,"warping"
"1516",39,0.052835531,0.06911294,23.55189875,33,30,"warping"
"1517",40,0.059691401,0.075635071,21.07973154,33,35,"warping"
"1518",41,0.067822586,0.085838444,20.98810024,33,40,"warping"
"1519",42,0.07638528,0.093764077,18.53460073,33,45,"warping"
"1520",43,0.083755646,0.099673675,15.97014414,33,50,"warping"
"1521",35,0.008895106,0.010476921,15.09809568,34,5,"warping"
"1522",36,0.018268305,0.020496679,10.87187676,34,10,"warping"
"1523",37,0.027983434,0.03398802,17.66677214,34,15,"warping"
"1524",38,0.037528537,0.042543814,11.78849886,34,20,"warping"
"1525",39,0.053075656,0.06064359,12.47936477,34,25,"warping"
"1526",40,0.060935843,0.067316613,9.478744932,34,30,"warping"
"1527",41,0.069640056,0.077611111,10.2705074,34,35,"warping"
"1528",42,0.078696362,0.085936422,8.424902339,34,40,"warping"
"1529",43,0.087550751,0.093050843,5.910846568,34,45,"warping"
"1530",44,0.098097567,0.098610642,0.520304044,34,50,"warping"
"1531",36,0.007424528,0.007244782,-2.481040665,35,5,"warping"
"1532",37,0.016970902,0.021565924,21.30686186,35,10,"warping"
"1533",38,0.025723382,0.032243452,20.22137734,35,15,"warping"
"1534",39,0.041730941,0.053967352,22.67372803,35,20,"warping"
"1535",40,0.049995362,0.061887281,19.21544783,35,25,"warping"
"1536",41,0.060562862,0.072647465,16.63458267,35,30,"warping"
"1537",42,0.068964657,0.08135591,15.2309185,35,35,"warping"
"1538",43,0.076527984,0.088900966,13.91771402,35,40,"warping"
"1539",44,0.084022935,0.095008935,11.5631235,35,45,"warping"
"1540",45,0.089728849,0.100004255,10.27496851,35,50,"warping"
"1541",37,0.006510687,0.009309996,30.06777839,36,5,"warping"
"1542",38,0.012723533,0.020071262,36.60820844,36,10,"warping"
"1543",39,0.031321601,0.044197307,29.13233107,36,15,"warping"
"1544",40,0.037687031,0.053389338,29.41094114,36,20,"warping"
"1545",41,0.047771059,0.064778235,26.25445979,36,25,"warping"
"1546",42,0.055580208,0.074418266,25.31375526,36,30,"warping"
"1547",43,0.062771181,0.083396776,24.73188554,36,35,"warping"
"1548",44,0.067822492,0.090409871,24.98331119,36,40,"warping"
"1549",45,0.072461265,0.095565291,24.17616949,36,45,"warping"
"1550",46,0.077436114,0.103858381,25.44066947,36,50,"warping"
"1551",38,0.005153771,0.0068649,24.92576115,37,5,"warping"
"1552",39,0.020526127,0.033445087,38.62737668,37,10,"warping"
"1553",40,0.026184831,0.043595016,39.93618197,37,15,"warping"
"1554",41,0.035155027,0.056039416,37.26732044,37,20,"warping"
"1555",42,0.043083142,0.06625804,34.97673316,37,25,"warping"
"1556",43,0.049869814,0.075549474,33.99052152,37,30,"warping"
"1557",44,0.056738864,0.083398394,31.96647904,37,35,"warping"
"1558",45,0.062019669,0.089711298,30.86749349,37,40,"warping"
"1559",46,0.069698432,0.098978009,29.58190164,37,45,"warping"
"1560",47,0.080229224,0.109280496,26.58413287,37,50,"warping"
"1561",39,0.017702012,0.023774596,25.5423211,38,5,"warping"
"1562",40,0.023007416,0.034807029,33.90008762,38,10,"warping"
"1563",41,0.032982109,0.049138376,32.87912206,38,15,"warping"
"1564",42,0.040526969,0.060163352,32.63844561,38,20,"warping"
"1565",43,0.047750623,0.070262146,32.03933339,38,25,"warping"
"1566",44,0.052994114,0.078470639,32.46631498,38,30,"warping"
"1567",45,0.056486244,0.085407365,33.86256053,38,35,"warping"
"1568",46,0.063446697,0.095484381,33.55280108,38,40,"warping"
"1569",47,0.073486876,0.106094617,30.73458615,38,45,"warping"
"1570",48,0.07482718,0.107461246,30.36821826,38,50,"warping"
"1571",40,0.018047323,0.007201785,-150.5951403,39,5,"warping"
"1572",41,0.035275853,0.022059604,-59.91153864,39,10,"warping"
"1573",42,0.051593256,0.035433623,-45.605364,39,15,"warping"
"1574",43,0.066414725,0.048741392,-36.25939289,39,20,"warping"
"1575",44,0.079862173,0.059859865,-33.41522467,39,25,"warping"
"1576",45,0.09238991,0.06878955,-34.30806087,39,30,"warping"
"1577",46,0.102272713,0.081118753,-26.07776731,39,35,"warping"
"1578",47,0.11221931,0.093610871,-19.87850174,39,40,"warping"
"1579",48,0.116189233,0.095346788,-21.85961965,39,45,"warping"
"1580",49,0.127823457,0.112641892,-13.477725,39,50,"warping"
"1581",41,0.008455205,0.010736272,21.24635747,40,5,"warping"
"1582",42,0.016513282,0.023163038,28.70848144,40,10,"warping"
"1583",43,0.024841458,0.037219143,33.25623217,40,15,"warping"
"1584",44,0.034548439,0.049286915,29.90342607,40,20,"warping"
"1585",45,0.042455443,0.059304186,28.41071501,40,25,"warping"
"1586",46,0.058055768,0.072585721,20.01764659,40,30,"warping"
"1587",47,0.070663438,0.086025648,17.85770894,40,35,"warping"
"1588",48,0.077515343,0.087762684,11.67619313,40,40,"warping"
"1589",49,0.087269288,0.106553907,18.09846262,40,45,"warping"
"1590",50,0.097684572,0.11294913,13.5145426,40,50,"warping"
"1591",42,0.006290587,0.008225908,23.52714278,41,5,"warping"
"1592",43,0.014757508,0.022044191,33.0548918,41,10,"warping"
"1593",44,0.024252362,0.034770592,30.25036181,41,15,"warping"
"1594",45,0.037198935,0.046009852,19.15006571,41,20,"warping"
"1595",46,0.0497589,0.061050137,18.49502201,41,25,"warping"
"1596",47,0.063974279,0.075914153,15.72812606,41,30,"warping"
"1597",48,0.0719557,0.07815384,7.93069182,41,35,"warping"
"1598",49,0.089255315,0.09851826,9.402262102,41,40,"warping"
"1599",50,0.096457763,0.106093521,9.08232424,41,45,"warping"
"1600",51,0.104361026,0.114396575,8.772595536,41,50,"warping"
"1601",43,0.00681478,0.010182325,33.07245249,42,5,"warping"
"1602",44,0.013264567,0.022931515,42.15573233,42,10,"warping"
"1603",45,0.020831523,0.035440404,41.22097848,42,15,"warping"
"1604",46,0.032735271,0.052096306,37.16393098,42,20,"warping"
"1605",47,0.045382189,0.067544789,32.81170976,42,25,"warping"
"1606",48,0.050452934,0.070112296,28.0398205,42,30,"warping"
"1607",49,0.06695026,0.091315154,26.68220188,42,35,"warping"
"1608",50,0.07633223,0.100055234,23.70990806,42,40,"warping"
"1609",51,0.084155952,0.109045056,22.82460585,42,45,"warping"
"1610",52,0.103704917,0.128106009,19.04757819,42,50,"warping"
"1611",44,0.006886953,0.008122842,15.21498229,43,5,"warping"
"1612",45,0.016510724,0.020665569,20.10515607,43,10,"warping"
"1613",46,0.029151355,0.038117033,23.52144652,43,15,"warping"
"1614",47,0.047100551,0.05426331,13.20000431,43,20,"warping"
"1615",48,0.063361556,0.057147143,-10.87440659,43,25,"warping"
"1616",49,0.085367909,0.078732798,-8.42737872,43,30,"warping"
"1617",50,0.10537853,0.088473108,-19.10797743,43,35,"warping"
"1618",51,0.123356228,0.098023256,-25.84383849,43,40,"warping"
"1619",52,0.146803977,0.118868663,-23.5009909,43,45,"warping"
"1620",53,0.171165111,0.130896199,-30.76400406,43,50,"warping"
"1621",45,0.006393473,0.008911375,28.25491699,44,5,"warping"
"1622",46,0.014313092,0.025490521,43.84935359,44,10,"warping"
"1623",47,0.024931764,0.041664687,40.16092274,44,15,"warping"
"1624",48,0.027072386,0.044767609,39.52684334,44,20,"warping"
"1625",49,0.042479408,0.067458171,37.02852039,44,25,"warping"
"1626",50,0.049637263,0.077429078,35.89325305,44,30,"warping"
"1627",51,0.055469945,0.087244923,36.42043157,44,35,"warping"
"1628",52,0.075414529,0.110804165,31.93890397,44,40,"warping"
"1629",53,0.08994297,0.124268581,27.62211585,44,45,"warping"
"1630",54,0.099096001,0.134992909,26.59169952,44,50,"warping"
"1631",46,0.012031855,0.012926636,6.921999282,45,5,"warping"
"1632",47,0.023542935,0.028661487,17.85864293,45,10,"warping"
"1633",48,0.032701247,0.031764844,-2.947921959,45,15,"warping"
"1634",49,0.04195618,0.054785034,23.41671209,45,20,"warping"
"1635",50,0.056736448,0.064752782,12.37990627,45,25,"warping"
"1636",51,0.062543991,0.075020816,16.63115045,45,30,"warping"
"1637",52,0.078483056,0.100012738,21.52694042,45,35,"warping"
"1638",53,0.090493312,0.11710873,22.72710034,45,40,"warping"
"1639",54,0.099804157,0.128581165,22.38042263,45,45,"warping"
"1640",55,0.104603128,0.131239509,20.29600756,45,50,"warping"
"1641",47,0.009639874,0.01077546,10.53863288,46,5,"warping"
"1642",48,0.02135287,0.013551992,-57.56259425,46,10,"warping"
"1643",49,0.044889072,0.038143854,-17.68363093,46,15,"warping"
"1644",50,0.059624721,0.048148423,-23.83525226,46,20,"warping"
"1645",51,0.078257452,0.059044246,-32.54035457,46,25,"warping"
"1646",52,0.096780175,0.087002468,-11.23842429,46,30,"warping"
"1647",53,0.107466424,0.107769781,0.281485959,46,35,"warping"
"1648",54,0.112130534,0.12198932,8.081679462,46,40,"warping"
"1649",55,0.109351862,0.125149697,12.62315114,46,45,"warping"
"1650",56,0.114424933,0.130342491,12.21210183,46,50,"warping"
"1651",48,0.010528894,0.001641452,-541.4378714,47,5,"warping"
"1652",49,0.014866422,0.022746753,34.64376308,47,10,"warping"
"1653",50,0.023567829,0.031856149,26.01795978,47,15,"warping"
"1654",51,0.02954771,0.044469611,33.55527508,47,20,"warping"
"1655",52,0.043641692,0.075402931,42.1220219,47,25,"warping"
"1656",53,0.056504271,0.099656738,43.30110366,47,30,"warping"
"1657",54,0.066514321,0.116002843,42.66147318,47,35,"warping"
"1658",55,0.069834253,0.119741291,41.67905491,47,40,"warping"
"1659",56,0.076828126,0.125810771,38.93358655,47,45,"warping"
"1660",57,0.084143155,0.129971812,35.26045817,47,50,"warping"
"1661",49,0.022612833,0.021096967,-7.18523231,48,5,"warping"
"1662",50,0.027236097,0.028514346,4.482828171,48,10,"warping"
"1663",51,0.039520848,0.041126904,3.905121572,48,15,"warping"
"1664",52,0.068716485,0.072199442,4.824077381,48,20,"warping"
"1665",53,0.090727675,0.096430689,5.914107057,48,25,"warping"
"1666",54,0.106373985,0.113189952,6.021706558,48,30,"warping"
"1667",55,0.110378525,0.117439375,6.012335655,48,35,"warping"
"1668",56,0.115271298,0.123509014,6.669729129,48,40,"warping"
"1669",57,0.119445607,0.128209141,6.835342251,48,45,"warping"
"1670",58,0.12534205,0.13429063,6.663591941,48,50,"warping"
"1671",50,0.028121897,0.007395297,-280.2673163,49,5,"warping"
"1672",51,0.041811244,0.015906312,-162.8594502,49,10,"warping"
"1673",52,0.061906215,0.048820793,-26.80296743,49,15,"warping"
"1674",53,0.079666431,0.078467575,-1.527836061,49,20,"warping"
"1675",54,0.099423862,0.098661059,-0.773154824,49,25,"warping"
"1676",55,0.122272374,0.102907484,-18.81776633,49,30,"warping"
"1677",56,0.137482499,0.113498161,-21.13191812,49,35,"warping"
"1678",57,0.154709106,0.121101796,-27.75128919,49,40,"warping"
"1679",58,0.169094712,0.129025593,-31.05517104,49,45,"warping"
"1680",59,0.184475761,0.137940282,-33.7359602,49,50,"warping"
"1681",51,0.016325467,0.008476294,-92.60147322,50,5,"warping"
"1682",52,0.044672259,0.040700478,-9.758561334,50,10,"warping"
"1683",53,0.07057336,0.069970427,-0.86169758,50,15,"warping"
"1684",54,0.08655706,0.090955365,4.835674519,50,20,"warping"
"1685",55,0.088278287,0.096804095,8.807280685,50,25,"warping"
"1686",56,0.102066267,0.107396701,4.96331292,50,30,"warping"
"1687",57,0.10858385,0.116178379,6.536955786,50,35,"warping"
"1688",58,0.115889449,0.125082373,7.349495917,50,40,"warping"
"1689",59,0.123121534,0.134690788,8.58949169,50,45,"warping"
"1690",60,0.133162364,0.14914543,10.71643024,50,50,"warping"
"1691",52,0.021782115,0.026980379,19.26682872,51,5,"warping"
"1692",53,0.04207324,0.057985245,27.44147227,51,10,"warping"
"1693",54,0.058160856,0.080603081,27.84288812,51,15,"warping"
"1694",55,0.060385752,0.086448703,30.14845815,51,20,"warping"
"1695",56,0.067631609,0.098632438,31.43066218,51,25,"warping"
"1696",57,0.076656039,0.108992063,29.66823744,51,30,"warping"
"1697",58,0.084451608,0.119259168,29.1864854,51,35,"warping"
"1698",59,0.092256478,0.129622591,28.82685257,51,40,"warping"
"1699",60,0.10500894,0.144812764,27.48640568,51,45,"warping"
"1700",61,0.113289535,0.156449929,27.58735266,51,50,"warping"
"1701",53,0.020587951,0.021518119,4.3227176,52,5,"warping"
"1702",54,0.041626061,0.046854696,11.15925434,52,10,"warping"
"1703",55,0.067155894,0.054051276,-24.24478987,52,15,"warping"
"1704",56,0.097574048,0.070382564,-38.63383534,52,20,"warping"
"1705",57,0.123353852,0.086422543,-42.73342035,52,25,"warping"
"1706",58,0.144467907,0.101809397,-41.90036577,52,30,"warping"
"1707",59,0.157104049,0.115159335,-36.42319916,52,35,"warping"
"1708",60,0.170358551,0.133509565,-27.60025947,52,40,"warping"
"1709",61,0.177800483,0.148681243,-19.58501254,52,45,"warping"
"1710",62,0.179369916,0.155038365,-15.69388968,52,50,"warping"
"1711",54,0.013001635,0.016284763,20.16073929,53,5,"warping"
"1712",55,0.029513288,0.023434251,-25.94082027,53,10,"warping"
"1713",56,0.042048713,0.040280865,-4.388803627,53,15,"warping"
"1714",57,0.056743691,0.060183839,5.716066012,53,20,"warping"
"1715",58,0.073078307,0.079641131,8.240495594,53,25,"warping"
"1716",59,0.088866294,0.096599739,8.005658344,53,30,"warping"
"1717",60,0.107368391,0.118991815,9.768254857,53,35,"warping"
"1718",61,0.119699056,0.13777009,13.116805,53,40,"warping"
"1719",62,0.129613522,0.144336134,10.2002261,53,45,"warping"
"1720",63,0.144603336,0.148341585,2.520028021,53,50,"warping"
"1721",55,0.014297225,0.004486816,-218.6496696,54,5,"warping"
"1722",56,0.021513356,0.014368048,-49.73054728,54,10,"warping"
"1723",57,0.030249049,0.034426606,12.13467463,54,15,"warping"
"1724",58,0.040905074,0.056476136,27.57104771,54,20,"warping"
"1725",59,0.052057689,0.077159978,32.53278369,54,25,"warping"
"1726",60,0.067274678,0.103086408,34.73952677,54,30,"warping"
"1727",61,0.075587414,0.127379968,40.65988918,54,35,"warping"
"1728",62,0.081925629,0.135156684,39.38470008,54,40,"warping"
"1729",63,0.090447998,0.140126218,35.45248003,54,45,"warping"
"1730",64,0.097145436,0.152270011,36.20185913,54,50,"warping"
"1731",56,0.013903847,0.009865945,-40.92767457,55,5,"warping"
"1732",57,0.029647712,0.027587762,-7.466895698,55,10,"warping"
"1733",58,0.047158627,0.049302018,4.347471005,55,15,"warping"
"1734",59,0.064355439,0.070413539,8.603602235,55,20,"warping"
"1735",60,0.084077227,0.097940702,14.15496808,55,25,"warping"
"1736",61,0.104663968,0.123096575,14.97410219,55,30,"warping"
"1737",62,0.111307424,0.130874125,14.95077932,55,35,"warping"
"1738",63,0.11391857,0.136555171,16.57689077,55,40,"warping"
"1739",64,0.124733362,0.14884259,16.19780205,55,45,"warping"
"1740",65,0.149612117,0.174671399,14.34652849,55,50,"warping"
"1741",57,0.008193127,0.011830881,30.74795073,56,5,"warping"
"1742",58,0.019453533,0.032972325,41.00041969,56,10,"warping"
"1743",59,0.030965237,0.055012657,43.71252289,56,15,"warping"
"1744",60,0.052508667,0.084212272,37.64725095,56,20,"warping"
"1745",61,0.0716205,0.113321506,36.79884513,56,25,"warping"
"1746",62,0.075937347,0.122817909,38.17078705,56,30,"warping"
"1747",63,0.078697372,0.128495434,38.75473292,56,35,"warping"
"1748",64,0.085719207,0.1419025,39.59288487,56,40,"warping"
"1749",65,0.108209973,0.169238006,36.06047745,56,45,"warping"
"1750",66,0.11307641,0.176371696,35.88743953,56,50,"warping"
"1751",58,0.006786157,0.012525911,45.82304949,57,5,"warping"
"1752",59,0.014141243,0.033144177,57.33415472,57,10,"warping"
"1753",60,0.03027814,0.063359041,52.21180771,57,15,"warping"
"1754",61,0.047734442,0.095814317,50.18026191,57,20,"warping"
"1755",62,0.049772367,0.10719361,53.56778517,57,25,"warping"
"1756",63,0.049399401,0.11336706,56.4252608,57,30,"warping"
"1757",64,0.055984339,0.128273716,56.355565,57,35,"warping"
"1758",65,0.083114976,0.159643862,47.93725562,57,40,"warping"
"1759",66,0.092319596,0.167681096,44.94334854,57,45,"warping"
"1760",67,0.094613785,0.174136965,45.66703038,57,50,"warping"
"1761",59,0.006962679,0.012859648,45.85638094,58,5,"warping"
"1762",60,0.022394378,0.042919071,47.82184898,58,10,"warping"
"1763",61,0.039940416,0.078201151,48.92605124,58,15,"warping"
"1764",62,0.043442791,0.091282591,52.4084603,58,20,"warping"
"1765",63,0.042629278,0.097937825,56.47312196,58,25,"warping"
"1766",64,0.049628918,0.114466107,56.64313282,58,30,"warping"
"1767",65,0.080897436,0.15020485,46.14192801,58,35,"warping"
"1768",66,0.091344603,0.160311213,43.02045335,58,40,"warping"
"1769",67,0.095401467,0.166843518,42.81979412,58,45,"warping"
"1770",68,0.103323852,0.171663537,39.81025099,58,50,"warping"
